supplier,sku,laya,laya_prob
IEK,щт-0001406,Измерения и инструмент,0.2139
IEK,щт-0001421,"Контакторы, пускатели, управление",0.9481
IEK,щт-0001636,Щиты и боксы,0.4609
IEK,щт-0001645,"Шины, клеммы, изоляторы",0.2399
IEK,щт-0001651,Коробки установочные,0.9181
IEK,щт-0001653,"Кабель, провод, СКС",0.3374
IEK,щт-0001654,Коробки установочные,0.5536
IEK,щт-0001786,Измерения и инструмент,0.3399
IEK,щт-0001802,Светильники и лампы,0.9983
IEK,щт-0001952,"Шины, клеммы, изоляторы",0.4654
IEK,щт-0002132,"Шины, клеммы, изоляторы",0.7516
IEK,щт-0002147,"Кабель, провод, СКС",0.24
IEK,щт-0002159,Щиты и боксы,0.1676
IEK,щт-0002161,"Кабель, провод, СКС",0.2865
IEK,щт-0002162,"Трубы, кабель-каналы, лотки",0.2025
IEK,щт-0022248,Измерения и инструмент,0.4872
IEK,щт00222756,Измерения и инструмент,0.4573
IEK,щт00222819,Измерения и инструмент,0.4966
IEK,щт00222922,"Кабель, провод, СКС",0.4125
IEK,щт00222923,"Кабель, провод, СКС",0.475
IEK,щт00222924,"Кабель, провод, СКС",0.4579
IEK,щт02229866,"Контакторы, пускатели, управление",0.8653
IEK,щт02229878,"Контакторы, пускатели, управление",0.8843
IEK,щт02230193,"Кабель, провод, СКС",0.3649
IEK,щт02230447,Щиты и боксы,0.9282
IEK,щт23054819,"Контакторы, пускатели, управление",0.9611
IEK,щт23054820,"Трубы, кабель-каналы, лотки",0.3783
IEK,щт23055078,Измерения и инструмент,0.3118
IEK,щт23055283,Щиты и боксы,0.6556
IEK,щщ0001047,"Кабель, провод, СКС",0.3055
IEK,щщ0001050,Измерения и инструмент,0.7626
IEK,щщ11503042,"Кабель, провод, СКС",0.3518
IEK,щщщ0115411,"Кабель, провод, СКС",0.3696
IEK,щщщ0115439,Измерения и инструмент,0.3952
IEK,щщщ0115997,"Трубы, кабель-каналы, лотки",0.3108
IEK,щщщ0116026,Измерения и инструмент,0.3902
IEK,щщщ0116027,Автоматы и предохранители,0.3479
IEK,щщщ0116033,"Контакторы, пускатели, управление",0.9516
IEK,щщщ0116039,Измерения и инструмент,0.3494
IEK,щщщ0116157,Щиты и боксы,0.6635
IEK,щщщ0116826,Измерения и инструмент,0.3958
IEK,ярп40100,Измерения и инструмент,0.3716
IEK,ярп40110,"Шины, клеммы, изоляторы",0.2146
IEK,ярп40129,Светильники и лампы,0.9365
IEK,ярп40132,Светильники и лампы,0.9066
IEK,ярп40134,Светильники и лампы,0.8171
IEK,ярп40135,Светильники и лампы,0.9998
IEK,ярп40167,"Кабель, провод, СКС",0.4892
IEK,ярп40219,Измерения и инструмент,0.4694
IEK,ярп40221,Измерения и инструмент,0.579
IEK,ярп40222,Измерения и инструмент,0.4999
IEK,ярп40223,Измерения и инструмент,0.5174
IEK,ярп40225,Измерения и инструмент,0.5855
IEK,ярп40227,Измерения и инструмент,0.5798
IEK,ярп40239,"Трубы, кабель-каналы, лотки",0.2008
IEK,ярп40240,Щиты и боксы,0.1974
IEK,ярп40241,Щиты и боксы,0.2088
IEK,ярп40242,Щиты и боксы,0.227
IEK,ярп40244,Щиты и боксы,0.2026
IEK,ярп40245,"Трубы, кабель-каналы, лотки",0.2609
IEK,ярп40246,Щиты и боксы,0.2082
IEK,ярп40255,Розетки и выключатели,1.0
IEK,ярп40256,Розетки и выключатели,0.9999
IEK,ярп40257,"Кабель, провод, СКС",0.5664
IEK,ярп40260,Розетки и выключатели,0.5655
IEK,ярп40266,Светильники и лампы,0.6372
IEK,ярп40267,Светильники и лампы,0.6614
IEK,ярп40269,Светильники и лампы,0.4381
IEK,ярп40271,"Трубы, кабель-каналы, лотки",0.858
IEK,ярп40277,Измерения и инструмент,0.5016
IEK,ярп40281,Измерения и инструмент,0.5263
IEK,ярп40309,Измерения и инструмент,0.4931
IEK,ярп40395,УЗО и дифавтоматы,0.6643
IEK,ярп40510,Розетки и выключатели,0.9247
IEK,ярп4200,УЗО и дифавтоматы,0.7161
IEK,ярп4211,Автоматы и предохранители,0.7032
IEK,ярп4252,Измерения и инструмент,0.4799
IEK,ярп4303,Измерения и инструмент,0.6158
IEK,ярп4385,"Кабель, провод, СКС",0.2815
IEK,ярп4522,"Контакторы, пускатели, управление",0.9718
IEK,ярп4546,"Кабель, провод, СКС",0.2226
IEK,ярп4571,"Кабель, провод, СКС",0.5635
IEK,ярп4665,"Кабель, провод, СКС",0.3241
IEK,ярп4673,Измерения и инструмент,0.3394
IEK,ярп4795,"Контакторы, пускатели, управление",0.921
IEK,ярп4890,"Шины, клеммы, изоляторы",0.435
IEK,ярп5549,Розетки и выключатели,0.2344
IEK,ярп5602,УЗО и дифавтоматы,0.4894
IEK,ярп5605,"Шины, клеммы, изоляторы",1.0
IEK,ярп5628,УЗО и дифавтоматы,0.4518
IEK,ярп5852,"Кабель, провод, СКС",0.6752
IEK,ярп5867,Измерения и инструмент,0.5806
IEK,ярп5962,Щиты и боксы,0.4339
IEK,ярп6058,Измерения и инструмент,0.36
IEK,ярп6059,Измерения и инструмент,0.3703
IEK,ярп6060,Розетки и выключатели,0.6276
IEK,ярп6181,Измерения и инструмент,0.3749
IEK,ярп6182,УЗО и дифавтоматы,0.336
IEK,ярп6188,Измерения и инструмент,0.3343
IEK,яярп4532,Измерения и инструмент,0.34
IEK,яярп4533,Измерения и инструмент,0.3633
IEK,яярп4610,Измерения и инструмент,0.5293
IEK,яярп4772,Измерения и инструмент,0.4918
IEK,яярп4773,Измерения и инструмент,0.4664
IEK,яярп4792,Измерения и инструмент,0.3278
IEK,яярп4811,Измерения и инструмент,0.5395
IEK,яярп4814,Измерения и инструмент,0.3325
IEK,яярп4829,Измерения и инструмент,0.3749
IEK,яярп4849,Измерения и инструмент,0.5583
IEK,яярп4855,"Кабель, провод, СКС",0.3355
IEK,яярп6001,"Шины, клеммы, изоляторы",0.9895
IEK,яяярп5300,Светильники и лампы,0.9983
IEK,яяярп5540,Измерения и инструмент,0.4377
IEK,яяярп5542,УЗО и дифавтоматы,0.7132
IEK,яяяярп5518,"Контакторы, пускатели, управление",0.9723
SE,010400432_,Измерения и инструмент,0.4355
SE,010400433_,Измерения и инструмент,0.4685
SE,010400436_,Измерения и инструмент,0.4198
SE,010400437_,Измерения и инструмент,0.4468
SE,010400440_,Измерения и инструмент,0.3836
SE,010400441_,Измерения и инструмент,0.4055
SE,010400444_,Измерения и инструмент,0.4509
SE,010400445_,Измерения и инструмент,0.4504
SE,010400447_,Измерения и инструмент,0.4587
SE,010400448_,Измерения и инструмент,0.47
SE,020100158_,Измерения и инструмент,0.5696
SE,020100159_,Измерения и инструмент,0.7962
SE,020100160_,"Кабель, провод, СКС",0.3224
SE,020100161_,Измерения и инструмент,0.8508
SE,020100162_,"Кабель, провод, СКС",0.7022
SE,020100163_,"Кабель, провод, СКС",0.2402
SE,030200002_,"Кабель, провод, СКС",0.4864
SE,030200003_,"Кабель, провод, СКС",0.4192
SE,030200005_,"Кабель, провод, СКС",0.3541
SE,030200006_,"Кабель, провод, СКС",0.4393
SE,030200007_,"Кабель, провод, СКС",0.326
SE,030200008_,"Кабель, провод, СКС",0.4886
SE,030200009_,"Кабель, провод, СКС",0.3587
SE,030200010_,"Кабель, провод, СКС",0.3983
SE,030200011_,"Трубы, кабель-каналы, лотки",0.3588
SE,030200012_,"Кабель, провод, СКС",0.3671
SE,030200013_,"Кабель, провод, СКС",0.4137
SE,030200015_,"Кабель, провод, СКС",0.4847
SE,030200016_,"Кабель, провод, СКС",0.3297
SE,030200025_,"Кабель, провод, СКС",0.5346
SE,030200026_,"Кабель, провод, СКС",0.4357
SE,030200027_,"Кабель, провод, СКС",0.3725
SE,030200028_,"Кабель, провод, СКС",0.4471
SE,030200029_,"Кабель, провод, СКС",0.4296
SE,030200030_,"Кабель, провод, СКС",0.3313
SE,030200031_,"Кабель, провод, СКС",0.4273
SE,030200032_,"Кабель, провод, СКС",0.3737
SE,030200034_,"Кабель, провод, СКС",0.4084
SE,030200036_,"Кабель, провод, СКС",0.4522
SE,030200037_,"Кабель, провод, СКС",0.4212
SE,030200038_,"Кабель, провод, СКС",0.3814
SE,030200039_,"Кабель, провод, СКС",0.3754
SE,030200042_,"Кабель, провод, СКС",0.3775
SE,030200045_,"Кабель, провод, СКС",0.4305
SE,030200047_,"Кабель, провод, СКС",0.4075
SE,030200052_,"Кабель, провод, СКС",0.3654
SE,030200053_,"Кабель, провод, СКС",0.3672
SE,030200054_,"Кабель, провод, СКС",0.3463
SE,030200060_,Розетки и выключатели,0.9893
SE,030200062_,"Кабель, провод, СКС",0.4277
SE,030200063_,"Трубы, кабель-каналы, лотки",0.4701
SE,030200069_,Розетки и выключатели,0.9835
SE,030200072_,"Кабель, провод, СКС",0.3872
SE,030200073_,Измерения и инструмент,0.4767
SE,030200075_,"Кабель, провод, СКС",0.3267
SE,030200076_,Автоматы и предохранители,0.294
SE,030200090_,"Кабель, провод, СКС",0.3975
SE,030200092_,Измерения и инструмент,0.3858
SE,030200093_,"Кабель, провод, СКС",0.3621
SE,030200094_,Щиты и боксы,0.8448
SE,030200095_,Щиты и боксы,0.8645
SE,030200096_,Щиты и боксы,0.3849
SE,030200097_,"Контакторы, пускатели, управление",0.3418
SE,030200105_,"Кабель, провод, СКС",0.6173
SE,030200125_,"Кабель, провод, СКС",0.6016
SE,030200126_,"Кабель, провод, СКС",0.7072
SE,030200127_,"Кабель, провод, СКС",0.5997
SE,030200128_,"Кабель, провод, СКС",0.6178
SE,030200129_,Щиты и боксы,0.6726
SE,030200134_,"Кабель, провод, СКС",0.464
SE,030200135_,"Кабель, провод, СКС",0.3937
SE,030200136_,"Кабель, провод, СКС",0.3022
SE,030200140_,"Кабель, провод, СКС",0.5398
SE,030200141_,Измерения и инструмент,0.4408
SE,030200142_,Розетки и выключатели,0.4641
SE,030200143_,Измерения и инструмент,0.5223
SE,030200174_,"Кабель, провод, СКС",0.5018
SE,030200175_,"Кабель, провод, СКС",0.4113
SE,030200176_,Розетки и выключатели,0.9812
SE,030200179_,"Кабель, провод, СКС",0.5292
SE,030200183_,Розетки и выключатели,0.994
SE,030200184_,Розетки и выключатели,0.9894
SE,030200191_,Розетки и выключатели,0.5655
SE,030200192_,Коробки установочные,0.9999
SE,030200193_,Коробки установочные,1.0
SE,030200194_,"Кабель, провод, СКС",0.5405
SE,030200198_,Розетки и выключатели,0.8123
SE,030200200_,"Кабель, провод, СКС",0.2408
SE,030200201_,Коробки установочные,0.9999
SE,030200203_,Коробки установочные,0.6249
SE,030200219_,Коробки установочные,0.8729
SE,030200220_,Коробки установочные,0.8131
SE,030200221_,Коробки установочные,0.815
SE,030200222_,Коробки установочные,0.9081
SE,030200223_,Коробки установочные,0.6575
SE,030200224_,Коробки установочные,0.626
SE,030200225_,Коробки установочные,0.6137
SE,030200226_,Коробки установочные,0.6727
SE,030200227_,Коробки установочные,0.6668
SE,030200239_,"Кабель, провод, СКС",0.3324
SE,030200240_,"Кабель, провод, СКС",0.4346
SE,030200243_,"Кабель, провод, СКС",0.3238
SE,030200244_,Измерения и инструмент,0.569
SE,030200245_,Измерения и инструмент,0.3308
SE,030200246_,"Кабель, провод, СКС",0.5728
SE,030200247_,"Кабель, провод, СКС",0.3131
SE,030200248_,"Кабель, провод, СКС",0.6873
SE,030200249_,"Кабель, провод, СКС",0.7124
SE,030200250_,Щиты и боксы,0.5204
SE,030200251_,Щиты и боксы,0.5566
SE,030200252_,Щиты и боксы,0.5386
SE,030200253_,Щиты и боксы,0.5309
SE,030200254_,Щиты и боксы,0.5734
SE,030200256_,Щиты и боксы,0.7509
SE,030200257_,Щиты и боксы,0.7662
SE,030200258_,Щиты и боксы,0.666
SE,030200259_,Щиты и боксы,0.8235
SE,030200260_,Щиты и боксы,0.769
SE,030200261_,"Трубы, кабель-каналы, лотки",0.4204
SE,030200262_,"Трубы, кабель-каналы, лотки",0.3647
SE,030200263_,"Трубы, кабель-каналы, лотки",0.5446
SE,030200264_,Измерения и инструмент,0.855
SE,030200265_,Щиты и боксы,0.5129
SE,030200266_,"Кабель, провод, СКС",0.3582
SE,030200292_,Розетки и выключатели,0.8321
SE,030200295_,Щиты и боксы,0.6072
SE,030200296_,Измерения и инструмент,0.8971
SE,030200297_,Розетки и выключатели,0.9999
SE,030200298_,Розетки и выключатели,0.9994
SE,030200322_,Щиты и боксы,0.3292
SE,030200323_,Розетки и выключатели,0.3001
SE,030200330_,"Трубы, кабель-каналы, лотки",0.4072
SE,030200331_,Щиты и боксы,0.3849
SE,030200345,"Кабель, провод, СКС",0.5666
SE,030200372_,Измерения и инструмент,0.5771
SE,030200375_,Измерения и инструмент,0.5618
SE,030200379_,Измерения и инструмент,0.7666
SE,030200381_,Измерения и инструмент,0.5643
SE,030200382_,Измерения и инструмент,0.5142
SE,030200399_,Розетки и выключатели,0.9403
SE,030201459_,Коробки установочные,0.9999
SE,030300013_,Коробки установочные,0.8471
SE,030300014_,Коробки установочные,0.8834
SE,030300078_,Коробки установочные,0.8655
SE,130300026_,Измерения и инструмент,0.9608
SE,130300027_,Розетки и выключатели,0.5587
SE,130300028_,Измерения и инструмент,0.9273
SE,280300174_,Коробки установочные,0.8564
SE,300100003_,"Кабель, провод, СКС",0.2124
SE,300100004_,Измерения и инструмент,0.3577
SE,300100006_,"Кабель, провод, СКС",0.2581
SE,300100012_,"Кабель, провод, СКС",0.2464
SE,300100015_,"Кабель, провод, СКС",0.3365
SE,300100018_,Измерения и инструмент,0.5675
SE,300200283_,"Кабель, провод, СКС",0.2473
SE,300200284_,"Шины, клеммы, изоляторы",0.3121
SE,300200285_,Измерения и инструмент,0.7654
SE,300200286_,Щиты и боксы,0.5326
SE,300200287_,Щиты и боксы,0.439
SE,300200288_,"Шины, клеммы, изоляторы",0.2575
SE,300200289_,"Кабель, провод, СКС",0.7319
SE,300200290_,"Кабель, провод, СКС",0.7186
SE,300200291_,"Кабель, провод, СКС",0.5572
SE,300200292_,Розетки и выключатели,0.8339
SE,300200293_,"Шины, клеммы, изоляторы",0.3083
SE,300200294_,"Шины, клеммы, изоляторы",0.9028
SE,300200295_,Щиты и боксы,0.336
SE,300200296_,"Шины, клеммы, изоляторы",0.317
SE,300200297_,Щиты и боксы,0.4682
SE,300200298_,Щиты и боксы,0.2934
SE,300200299_,"Шины, клеммы, изоляторы",0.8032
SE,300200300_,Измерения и инструмент,0.4771
SE,300200301_,Щиты и боксы,0.2621
SE,300200302_,"Шины, клеммы, изоляторы",0.3491
SE,300200303_,Измерения и инструмент,0.2725
SE,300200304_,Измерения и инструмент,0.4182
SE,300200305_,"Шины, клеммы, изоляторы",0.3728
SE,300200306_,Измерения и инструмент,0.5292
SE,300200307_,Измерения и инструмент,0.3334
SE,300200308_,"Кабель, провод, СКС",0.3988
SE,300200309_,"Кабель, провод, СКС",0.5073
SE,300200310_,"Кабель, провод, СКС",0.8811
SE,300200311_,Щиты и боксы,0.6137
SE,300200312_,Розетки и выключатели,0.9752
SE,300200313_,Измерения и инструмент,0.2918
SE,300200314_,Измерения и инструмент,0.2895
SE,300200315_,"Трубы, кабель-каналы, лотки",0.633
SE,300200316_,"Кабель, провод, СКС",0.3316
SE,300200317_,"Трубы, кабель-каналы, лотки",0.4896
SE,300200318_,"Кабель, провод, СКС",0.2518
SE,300200319_,"Кабель, провод, СКС",0.4114
SE,300200320_,"Кабель, провод, СКС",0.3397
SE,300200321_,"Кабель, провод, СКС",0.2691
SE,300200322_,"Кабель, провод, СКС",0.3521
SE,300200323_,Измерения и инструмент,0.313
SE,300200324_,"Кабель, провод, СКС",0.3661
SE,300200325_,"Кабель, провод, СКС",0.3367
SE,300200326_,"Кабель, провод, СКС",0.3682
SE,300200327_,"Кабель, провод, СКС",0.3618
SE,300200328_,"Кабель, провод, СКС",0.3564
SE,300200330_,"Трубы, кабель-каналы, лотки",0.3744
SE,300200331_,"Кабель, провод, СКС",0.3706
SE,300200332_,Щиты и боксы,0.3352
SE,300200333_,"Кабель, провод, СКС",0.4096
SE,300200335_,Щиты и боксы,0.3869
SE,300200343_,Щиты и боксы,0.672
SE,300200346_,"Шины, клеммы, изоляторы",0.6249
SE,300200347_,"Трубы, кабель-каналы, лотки",0.2766
SE,300200348_,"Трубы, кабель-каналы, лотки",0.4122
SE,300200350_,"Шины, клеммы, изоляторы",0.3994
SE,300200351_,Розетки и выключатели,0.9997
SE,300200352_,"Контакторы, пускатели, управление",0.4556
SE,300200362_,"Кабель, провод, СКС",0.5426
SE,300200363_,Измерения и инструмент,0.3899
SE,300200364_,Щиты и боксы,0.8438
SE,300200365_,Щиты и боксы,0.7383
SE,300200366_,Измерения и инструмент,0.4535
SE,300200367_,"Кабель, провод, СКС",0.7111
SE,300200368_,Щиты и боксы,0.296
SE,300200369_,Розетки и выключатели,0.9048
SE,300200370_,Щиты и боксы,0.6441
SE,300200371_,Измерения и инструмент,0.4102
SE,300200372_,Щиты и боксы,0.7099
SE,300200373_,Щиты и боксы,0.804
SE,300200374_,Щиты и боксы,0.67
SE,300200375_,"Кабель, провод, СКС",0.2943
SE,300200376_,"Кабель, провод, СКС",0.2423
SE,300200377_,"Кабель, провод, СКС",0.2488
SE,300200378_,"Кабель, провод, СКС",0.2868
SE,300200379_,Измерения и инструмент,0.2698
SE,300200380_,"Кабель, провод, СКС",0.3055
SE,300200404_,"Кабель, провод, СКС",0.8274
SE,300200410_,"Кабель, провод, СКС",0.719
SE,300200412_,Розетки и выключатели,0.2877
SE,300200413_,"Кабель, провод, СКС",0.2974
SE,300200417_,Розетки и выключатели,0.9457
SE,300200418_,"Шины, клеммы, изоляторы",0.8511
SE,300200419_,Розетки и выключатели,0.9933
SE,300200420_,Измерения и инструмент,0.7757
SE,300200421_,"Кабель, провод, СКС",0.7037
SE,300200422_,Измерения и инструмент,0.7297
SE,300200423_,Измерения и инструмент,0.9832
SE,300200424_,"Кабель, провод, СКС",0.5423
SE,300200425_,Розетки и выключатели,0.889
SE,300200426_,"Кабель, провод, СКС",0.7247
SE,300200427_,Щиты и боксы,0.3049
SE,300200428_,Щиты и боксы,0.4227
SE,300200429_,Щиты и боксы,0.4075
SE,300200430_,"Кабель, провод, СКС",0.3468
SE,300200431_,"Кабель, провод, СКС",0.3132
SE,300200432_,"Кабель, провод, СКС",0.357
SE,300200433_,Щиты и боксы,0.3778
SE,300200434_,"Шины, клеммы, изоляторы",0.4217
SE,300200435_,Измерения и инструмент,0.5781
SE,300200436_,Щиты и боксы,0.3909
SE,300200437_,Измерения и инструмент,0.779
SE,300200438_,Измерения и инструмент,0.3307
SE,300200439_,"Кабель, провод, СКС",0.6355
SE,300200440_,Измерения и инструмент,0.7546
SE,300200441_,Щиты и боксы,0.6505
SE,300200442_,Розетки и выключатели,0.9647
SE,300200443_,Измерения и инструмент,0.3519
SE,300200444_,Измерения и инструмент,0.393
SE,300200445_,"Кабель, провод, СКС",0.4063
SE,300200446_,"Кабель, провод, СКС",0.6651
SE,300200447_,Измерения и инструмент,0.371
SE,300200448_,"Кабель, провод, СКС",0.6325
SE,300200449_,"Кабель, провод, СКС",0.3796
SE,300200450_,Розетки и выключатели,0.6347
SE,300200451_,"Кабель, провод, СКС",0.6823
SE,300200452_,Щиты и боксы,0.2146
SE,300200454_,"Кабель, провод, СКС",0.5617
SE,300200456_,"Кабель, провод, СКС",0.8786
SE,300200458_,Розетки и выключатели,0.9299
SE,300200459_,Измерения и инструмент,0.7586
SE,300200460_,Измерения и инструмент,0.4046
SE,300200461_,Измерения и инструмент,0.4688
SE,300200462_,"Кабель, провод, СКС",0.8211
SE,300200463_,Измерения и инструмент,0.8242
SE,300200464_,Измерения и инструмент,0.6514
SE,300200465_,Измерения и инструмент,0.8222
SE,300200466_,Измерения и инструмент,0.3906
SE,300200467_,Измерения и инструмент,0.5214
SE,300200468_,Щиты и боксы,0.6394
SE,300200469_,"Кабель, провод, СКС",0.4073
SE,300200470_,Розетки и выключатели,0.9894
SE,300200471_,Щиты и боксы,0.4755
SE,300200472_,"Шины, клеммы, изоляторы",0.2902
SE,300200473_,Щиты и боксы,0.745
SE,300200474_,"Шины, клеммы, изоляторы",0.3289
SE,300200495_,Розетки и выключатели,0.333
SE,300200496_,"Кабель, провод, СКС",0.3582
SE,300200497_,Коробки установочные,0.6382
SE,300200498_,"Кабель, провод, СКС",0.7124
SE,300200511_,"Шины, клеммы, изоляторы",0.7664
SE,300200515_,Щиты и боксы,0.6543
SE,300200516_,Щиты и боксы,0.4409
SE,300200517_,"Кабель, провод, СКС",0.8056
SE,300200518_,"Шины, клеммы, изоляторы",0.6208
SE,300200519_,"Кабель, провод, СКС",0.802
SE,300200520_,Щиты и боксы,0.7233
SE,300200521_,"Кабель, провод, СКС",0.5518
SE,300200522_,Измерения и инструмент,0.8862
SE,300200523_,"Кабель, провод, СКС",0.5053
SE,300200524_,Измерения и инструмент,0.9602
SE,300200525_,Измерения и инструмент,0.6426
SE,300200526_,Розетки и выключатели,0.2387
SE,300200527_,"Кабель, провод, СКС",0.8341
SE,300200528_,"Кабель, провод, СКС",0.5802
SE,300200529_,"Кабель, провод, СКС",0.6756
SE,300200530_,Щиты и боксы,0.5617
SE,300200531_,Щиты и боксы,0.4543
SE,300200532_,"Шины, клеммы, изоляторы",0.6903
SE,300200533_,Щиты и боксы,0.4904
SE,300200534_,Розетки и выключатели,0.4138
SE,300200535_,Розетки и выключатели,0.9182
SE,300200536_,"Кабель, провод, СКС",0.4944
SE,300200537_,"Кабель, провод, СКС",0.4746
SE,300200538_,"Кабель, провод, СКС",0.411
SE,300200539_,"Кабель, провод, СКС",0.4636
SE,300200540_,"Кабель, провод, СКС",0.4559
SE,300200541_,"Кабель, провод, СКС",0.7649
SE,300200542_,Розетки и выключатели,0.3392
SE,300200543_,Измерения и инструмент,0.904
SE,300200544_,Измерения и инструмент,0.9503
SE,300200545_,Измерения и инструмент,0.9004
SE,300200546_,Измерения и инструмент,0.9611
SE,300200547_,Измерения и инструмент,0.9512
SE,300200548_,"Шины, клеммы, изоляторы",0.3431
SE,300200549_,"Кабель, провод, СКС",0.6763
SE,300200550_,"Кабель, провод, СКС",0.6902
SE,300200551_,"Кабель, провод, СКС",0.4905
SE,300200552_,Щиты и боксы,0.3829
SE,300200553_,"Шины, клеммы, изоляторы",0.2789
SE,300200554_,"Шины, клеммы, изоляторы",0.7823
SE,300200555_,Измерения и инструмент,0.4973
SE,300200556_,Розетки и выключатели,0.4095
SE,300200557_,Розетки и выключатели,0.9888
SE,300200558_,Измерения и инструмент,0.8576
SE,300200559_,Измерения и инструмент,0.5913
SE,300200560_,Измерения и инструмент,0.5935
SE,300200561_,Измерения и инструмент,0.3993
SE,300200562_,Измерения и инструмент,0.5445
SE,300200563_,"Кабель, провод, СКС",0.725
SE,300200564_,Щиты и боксы,0.4557
SE,300200565_,Измерения и инструмент,0.633
SE,300200566_,Измерения и инструмент,0.8626
SE,300200567_,Измерения и инструмент,0.7944
SE,300200568_,Измерения и инструмент,0.9451
SE,300200569_,Измерения и инструмент,0.5731
SE,300200570_,"Шины, клеммы, изоляторы",0.4377
SE,300200571_,"Кабель, провод, СКС",0.7878
SE,300200572_,"Кабель, провод, СКС",0.8117
SE,300200573_,"Кабель, провод, СКС",0.619
SE,300200574_,Щиты и боксы,0.341
SE,300200575_,Щиты и боксы,0.2953
SE,300200576_,"Кабель, провод, СКС",0.3055
SE,300200577_,Щиты и боксы,0.4669
SE,300200578_,Розетки и выключатели,0.9465
SE,300200579_,"Шины, клеммы, изоляторы",0.2273
SE,300200580_,"Шины, клеммы, изоляторы",0.3162
SE,300200581_,Измерения и инструмент,0.3902
SE,300200582_,"Кабель, провод, СКС",0.2307
SE,300200583_,"Шины, клеммы, изоляторы",0.2794
SE,300200584_,"Кабель, провод, СКС",0.8059
SE,300200586_,"Кабель, провод, СКС",0.5092
SE,300200588_,"Кабель, провод, СКС",0.3632
SE,300200589_,"Кабель, провод, СКС",0.3675
SE,300200590_,"Кабель, провод, СКС",0.6317
SE,300200591_,"Кабель, провод, СКС",0.5006
SE,300200592_,"Кабель, провод, СКС",0.4939
SE,300200593_,"Кабель, провод, СКС",0.4186
SE,300200594_,"Кабель, провод, СКС",0.5464
SE,300200595_,"Кабель, провод, СКС",0.4728
SE,300200622_,Щиты и боксы,0.4371
SE,300200623_,Розетки и выключатели,0.394
SE,300200624_,Щиты и боксы,0.3058
SE,300200627_,Розетки и выключатели,0.9963
SE,300200632_,"Кабель, провод, СКС",0.3033
SE,300200635_,Розетки и выключатели,0.9808
SE,300200700_,Щиты и боксы,0.2911
SE,300200704_,Щиты и боксы,0.5192
SE,300200718_,Щиты и боксы,0.3199
SE,300200719_,Щиты и боксы,0.6119
SE,300200720_,Измерения и инструмент,0.9148
SE,300200721_,Измерения и инструмент,0.9266
SE,300200722_,Измерения и инструмент,0.917
SE,300200723_,Измерения и инструмент,0.9498
SE,300200724_,Измерения и инструмент,0.8864
SE,300200725_,Розетки и выключатели,0.3794
SE,300200726_,"Кабель, провод, СКС",0.5517
SE,300200727_,"Кабель, провод, СКС",0.6484
SE,300200728_,Измерения и инструмент,0.3469
SE,300200729_,Измерения и инструмент,0.4888
SE,300200730_,Щиты и боксы,0.3472
SE,300200731_,"Шины, клеммы, изоляторы",0.763
SE,300200732_,Щиты и боксы,0.3217
SE,300200733_,Розетки и выключатели,0.4558
SE,300200734_,Розетки и выключатели,0.9342
SE,300200735_,Щиты и боксы,0.2214
SE,300200736_,Измерения и инструмент,0.3203
SE,300200737_,Измерения и инструмент,0.2781
SE,300200738_,Щиты и боксы,0.2475
SE,300200739_,Щиты и боксы,0.2065
SE,300200740_,"Кабель, провод, СКС",0.4917
SE,300200741_,Щиты и боксы,0.3245
SE,300200742_,"Кабель, провод, СКС",0.4467
SE,300200743_,"Кабель, провод, СКС",0.4229
SE,300200744_,"Трубы, кабель-каналы, лотки",0.4017
SE,300200745_,Щиты и боксы,0.326
SE,300200746_,"Кабель, провод, СКС",0.4604
SE,300200747_,"Кабель, провод, СКС",0.3252
SE,300200748_,"Кабель, провод, СКС",0.3117
SE,300200749_,"Кабель, провод, СКС",0.5554
SE,300200750_,"Кабель, провод, СКС",0.4007
SE,300200751_,"Кабель, провод, СКС",0.2929
SE,300200752_,"Трубы, кабель-каналы, лотки",0.238
SE,300200753_,"Кабель, провод, СКС",0.4171
SE,300200754_,Щиты и боксы,0.7748
SE,300200755_,Щиты и боксы,0.8092
SE,300200767_,Измерения и инструмент,0.6668
SE,300200771_,"Кабель, провод, СКС",0.3912
SE,300200772_,"Кабель, провод, СКС",0.3813
SE,300200773_,"Кабель, провод, СКС",0.3896
SE,300200774_,"Кабель, провод, СКС",0.7253
SE,300200775_,Светильники и лампы,0.5207
SE,300200776_,Щиты и боксы,0.5719
SE,300200777_,"Кабель, провод, СКС",0.3302
SE,300200778_,Щиты и боксы,0.4897
SE,300200779_,Щиты и боксы,0.3622
SE,300200780_,"Кабель, провод, СКС",0.5676
SE,300200781_,Измерения и инструмент,0.4628
SE,300200782_,"Кабель, провод, СКС",0.6474
SE,300200783_,"Кабель, провод, СКС",0.6572
SE,300200784_,Щиты и боксы,0.7602
SE,300200785_,"Кабель, провод, СКС",0.416
SE,300200786_,"Кабель, провод, СКС",0.4977
SE,300200787_,"Кабель, провод, СКС",0.4693
SE,300200788_,"Кабель, провод, СКС",0.4925
SE,300200789_,"Трубы, кабель-каналы, лотки",0.7808
SE,300200790_,"Кабель, провод, СКС",0.7268
SE,300200791_,"Кабель, провод, СКС",0.6422
SE,300200792_,Розетки и выключатели,0.3418
SE,300200793_,Щиты и боксы,0.5719
SE,300200794_,Щиты и боксы,0.7847
SE,300200795_,"Кабель, провод, СКС",0.349
